,Palavra PT,Significado PT,Audio PT,Palavra Original,Significado Original,Audio Original
,Mekrãnoti ,,,,,
,Menky,,,,,
,Metuktire,,,,,
,Miranha,,,,,
,Mirity Tapuya,,,,,
,Munduruku,,,,,
,Munku,,,,,
,Mura Pirahã,,,,,
,Mura,,,,,
,Muteamasa,,,,,
,Myky,,,,,
,Nadöb,,,,,
,Nahukuá,,,,,
,Nambikwara,,,,,
,Nambikwara do Campo,,,,,
,Nambikwara do Sul,,,,,
,Nambikwara do Norte,,,,,
,Ñandeva,,,,,
,Náua,,,,,
,Negarotê,,,,,
,Ninam,,,,,
,Nukini,,,,,
,Ofaié,,,,,
,Omágua,,,,,
,Omutina,,,,,
,Oro Win,,,,,
,Oyampi,,,,,
,Pageyn,,,,,
,Pãi Tavyterã,,,,,
,Páiter,,,,,
,Pakaa Nova,,,,,
,Palikur,,,,,
,Palmari,,,,,
,Pamíwa,,,,,
,Panará,,,,,
,Pankará ,,,,,
,Pankararé,,,,,
,Pankararu,,,,,
,Pankaru,,,,,
,Pareci,,,,,
,Parintintin,,,,,
,Parkatejê,,,,,
,Patamona,,,,,
,Pataxó,,,,,
,Pataxó Hã-Hã-Hãe,,,,,
,Paumari,,,,,
,Paiaku,,,,,
,Pemon-Makuxi,,,,,
,Pemon-Taurepang,,,,,
,Pianokoto,,,,,
,Pipipã,,,,,
,Pirahã,,,,,
,Pitaguari,,,,,
,Potyguara,,,,,
,Poturu,,,,,
,Poyanawa,,,,,
,Rankokramekra,,,,,
,Rikbaktsa,,,,,
,Sabanê,,,,,
,Salumã,,,,,
,Sakurabiat,,,,,
,Sararé,,,,,
,Sateré-Mawé,,,,,
,Sawentesu,,,,,
,Shanenawa,,,,,
,Sanumá,,,,,
,Shawanauá,,,,,
,Siriano,,,,,
,Sorowaha,,,,,
,Suruí,,,,,
,Suruí Paiter,,,,,
,Suruwaha,,,,,
,Suyá ,,,,,
,Tabajara,,,,,
,Tapayuna,,,,,
,Tapeba,,,,,
,Tapirapé,,,,,
,Tapuio,,,,,
,Tariano,,,,,
,Tarona,,,,,
,Taurepang,,,,,
,Tawandê,,,,,
,Tembé,,,,,
,Tenethehara,,,,,
,Tenharim,,,,,
,Terena,,,,,
,Tikuna,,,,,
,Timbira,,,,,
,Tingui Botó,,,,,
,Tiriyó,,,,,
,Torá,,,,,
,Tremembé,,,,,
,Truká,,,,,
,Trumai,,,,,
,Tsikuyana,,,,,
,Tsohom Djapá,,,,,
,Tubarão,,,,,
,Tucano,,,,,
,Tukano do Rio Negro,,,,,
,Tüküná,,,,,
,Tumbalalá,,,,,
,Tupari,,,,,
,Tupinambá ,,,,,
,Tupiniquim,,,,,
,Turiwara,,,,,
,Tuxá,,,,,
,Tuyuka,,,,,
,Txikão,,,,,
,Tyonhwak Dyapa,,,,,
,Uaçaura,,,,,
,Urarãgmã,,,,,
,Ukopinõpõna,,,,,
,Umukomasã,,,,,
,Urubu-Kaapor ,,,,,
,Uru-Eu-Wau-Wau,,,,,
,Urupain,,,,,
,Utapinõmakãphõná  ,,,,,
,Waiãpi,,,,,
,Waíkana,,,,,
,Waikisu,,,,,
,Waimiri Atroari,,,,,
,Waípinõmakã,,,,,
,Wai Wai,,,,,
,Walimanai,,,,,
,Wakalitesu,,,,,
,Wakuenai,,,,,
,Wanano,,,,,
,Wapixana,,,,,
,Warekena,,,,,
,Wari,,,,,
,Wassu,,,,,
,Wasusu,,,,,
,Waurá ,,,,,
,Wira ,,,,,
,Witoto ,,,,,
,Xakriabá,,,,,
,Xambioá,,,,,
,Xavante,,,,,
,Xerente,,,,,
,Xereu,,,,,
,Xetá,,,,,
,Xikrin,,,,,
,Xipaya,,,,,
,Xirianá,,,,,
,Xokleng,,,,,
,Xokó,,,,,
,Xukuru,,,,,
,Xukuru-Kariri,,,,,
,Yaminawá,,,,,
,Yamamadi,,,,,
,Yawalapiti,,,,,
,Yawanawá,,,,,
,Yawi,,,,,
,Yeba-masã,,,,,
,Yekuana,,,,,
,Yudjá,,,,,
,Zo’é,,,,,
,Zoró,,,,,
,Zuruahã,,,,,
,,,,,,
,,,,,,
